AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.3150715142976806,0.2511378660350294,0.4489712173157097,0.2554018314174332,0.03802300717029977,0.2257627000345348,0.07653267506986716,0.337372570456465,0.4041216426117975,0.04496226398665126,0.4882457213295643,0.2825303905251233,0.3209593369129786,0.05934883336356455,0.4982529964796914,0.6821951462227216,0.2444418698270628,0.2828750218453964,0.09781853800933443,0.028357352968796413
0.29846005416633803,0.2179373100750288,0.5043461981128136,0.21113876950853944,0.04968150891859725,0.2362394489082587,0.077341843197386,0.35652628207867937,0.4050640629824278,0.02506665461873541,0.43713956567119455,0.27959065408933353,0.31270930471002706,0.07335425604432627,0.4962487973606707,0.6874680545550854,0.20271115402827952,0.2618946075080559,0.13483590545410454,0.030906150265492868
0.3061664185787012,0.2056952582835475,0.438992321447879,0.2309301851755844,0.037147643147355934,0.2381320378127931,0.08159111735544576,0.355785633852004,0.4042831267329153,0.02349086963049644,0.4364292298243976,0.2832982177114112,0.3308452778250957,0.06120403547368211,0.4765531464346484,0.6284964576944629,0.21770887967951305,0.2659326477815798,0.1265475165549882,0.0174516436734815
0.3169499519909311,0.2453234683550809,0.4264394487547818,0.29468256819276234,0.03079907465881608,0.2410576316534999,0.050440866505273185,0.33682535934795804,0.41723412587489744,0.034855071067461,0.4804173493849575,0.2994825484263873,0.3205063983556387,0.05744322291983544,0.4805739845394215,0.6691972793902425,0.24149631823758785,0.268274961406306,0.09888353706825644,0.02679887134443935
0.3021585396403662,0.19781002225166786,0.4869596455117532,0.21523439192909014,0.037170449136960534,0.2265694909042639,0.06558323832098202,0.334221104873732,0.4288050156313672,0.019200411434019404,0.3767029606195686,0.284600302584464,0.3550085888959727,0.03997110244635877,0.5235270502804459,0.7234528053301008,0.19512340639939346,0.26775603290281635,0.14777274662213022,0.01588922088532704
0.3066079610439098,0.23454266747428504,0.4878679040421717,0.2365785686827156,0.041750264690163456,0.2409613715935051,0.08917136091059617,0.35063466434809565,0.4028110256735277,0.037795914030900365,0.44190494624848936,0.2816963419512356,0.3138043467595965,0.08758377359971642,0.463325046447809,0.6075618909671258,0.2625325690790623,0.31865857774282497,0.1009662634761436,0.02822507783652128
0.31602244025001497,0.26377495002599155,0.4523477951892418,0.2824465044062049,0.03246232692083219,0.2016351160931354,0.07124789033535454,0.3505038149993156,0.4167106049779245,0.040648431460389295,0.5085557554732428,0.3329693802317181,0.3435479690284806,0.04510538867964987,0.4730804721287624,0.6288178371032679,0.20880173167120905,0.26889902207183863,0.11782822714243275,0.02018487873579911
0.30219052344553443,0.2411674292424304,0.468288420554714,0.27625244881717165,0.0355484010871023,0.21281568906801696,0.0656912461174024,0.3443511953601143,0.4161107163152814,0.02685929968012122,0.4501103670545182,0.2771780003569009,0.3153552152284845,0.04851923942634342,0.4665736629819608,0.6191114838682695,0.2469910695741058,0.3027565034112694,0.12149145583218755,0.029995570404928836
0.3199532313858052,0.2455962188326972,0.4515400901265685,0.31321520931887203,0.03509885853849018,0.24581377758989306,0.06434558538060756,0.36039536862710064,0.415679863824624,0.030306934530953712,0.4430730772698068,0.29806989079458657,0.2934036765013349,0.06340646104866786,0.4127078841569821,0.5687958324693492,0.30177793212627985,0.3817744756816524,0.10365122822289707,0.02763529077573325
0.3294110766253402,0.2667120066193815,0.4599273314316552,0.2877788180033368,0.0434640563297424,0.2392707166299028,0.05247317336519408,0.3437484836934477,0.404491363909063,0.037507542312922255,0.4418599231522301,0.2857637327642277,0.32007643229543764,0.058549854064565324,0.4832061666436834,0.6036263128168525,0.253754144070399,0.32089183855972675,0.10138508451179053,0.045809770277656064
0.3198748881425788,0.22904857546283355,0.4704450752430641,0.27497570788289005,0.04150048049140738,0.2793260702889874,0.07300674092498798,0.37447827636342346,0.4163237959020675,0.028236230835509905,0.4486752084596712,0.2621046975367365,0.3237596512018077,0.06951209923838504,0.4560585318213948,0.638963916105985,0.3295185843365667,0.3295047229707037,0.12511421039764895,0.02947994377341093
0.3210980342639151,0.21963251150920007,0.4667192306462442,0.25204819246873833,0.03859100417996823,0.2663035420172515,0.04991389839771599,0.3489536543859895,0.3995617798608332,0.02578895879150021,0.4091704028307263,0.2765318710277505,0.3107955809865896,0.06393743062035988,0.4476187320677153,0.5930346881313882,0.3164084314156986,0.3250927183289346,0.1189027316024242,0.03809095032518964
0.3358661671779373,0.2360581131583536,0.4776313239043766,0.2391992873740809,0.041774868641124896,0.3011124981162166,0.08948466915287683,0.38585843411972015,0.4058905514899331,0.02927951088237561,0.4312100199098872,0.2917313819275125,0.3183060152679075,0.0850872354737521,0.42864202277387137,0.5687061772345271,0.3078372426684717,0.3597180203644227,0.10671402129522,0.04382303243006224
0.3166960796464702,0.24369088721335536,0.4727472100946395,0.2845052839722929,0.0378649947826869,0.2831671755200661,0.0709352800555985,0.35016951863441104,0.4091824070884775,0.032284543687361965,0.41870800700692345,0.259019050975428,0.32187965982895195,0.07091955582319569,0.4279205637542749,0.5610759913522491,0.3510293861370496,0.39335576164287395,0.1002204185973488,0.029995570404928836
0.3369369368667129,0.2489898416489165,0.5063885640400216,0.24931932452218306,0.03984520112764646,0.2843541913117641,0.0781992721514612,0.3893250772325637,0.40908710173759816,0.02975136946023776,0.4358219861530983,0.2760767379213362,0.3071270088967298,0.07811531261205319,0.4600760500531047,0.5924116205026421,0.3367082938384345,0.3657431546281815,0.1056552169697816,0.03363938532781049
0.3557761989047065,0.29594103529875176,0.42425343702671386,0.30091044031801584,0.04089638531321282,0.22464765321155075,0.04738146101304218,0.29180473339218,0.4030753715323197,0.04138201785722532,0.4114982237411445,0.3033590062466842,0.3062810909157138,0.0663079052462498,0.4562728488703296,0.5560772195527094,0.2868281822598959,0.34172962935537393,0.11603192261340114,0.03181010465358766
0.4240028750194549,0.201705037329096,0.4834008995558609,0.3895945889280239,0.04490357333350487,0.2435521695678901,0.016382083455052054,0.2380664073039229,0.40827285254149537,0.032819574985103864,0.17429547003074028,0.2182817214519408,0.3848210253255749,0.05282679350869643,0.3202082306817057,0.2428558446429213,0.7138190124717602,0.5239892177159584,0.06584755506870894,0.010509474969866841
0.43282553251076905,0.21909500787247926,0.4977315361023855,0.3545822835546003,0.05105665105890087,0.2490866538884492,0.01868305431045752,0.2437277144096208,0.4114975444149391,0.03663682420552857,0.18421949266645554,0.25184460215429016,0.4053387402831633,0.06379007941035496,0.3340220599615492,0.3057905532322145,0.6763520211782337,0.5215901090770212,0.07290423805486666,0.006927248428456624
0.4204534061081551,0.22391885482517634,0.4624609685060176,0.3887183584298272,0.04860144948049749,0.2400622380800748,0.02816039309885008,0.2487993547502833,0.4052967650461585,0.02419996157498724,0.17053244966962905,0.20700779503188185,0.3873381907660584,0.052221476674603085,0.25100076479478123,0.22615813357204045,0.7058990912242304,0.4787372657532641,0.06473329847875219,0.009205899352427743
0.4199361061555072,0.220064777325083,0.4740030490109297,0.3964653718422438,0.04712571743851083,0.2535837385653947,0.02250511709447521,0.2552932874590419,0.4300487125288699,0.03475351958088995,0.1664418758954262,0.21254716976021992,0.3794815876107785,0.04879066447399123,0.3214758076974297,0.2478671013429048,0.6835606972851772,0.4871656773423335,0.053301749595473256,0.007388726670547111
0.4166258534944623,0.2250340035086132,0.44396511777202596,0.37023073942290063,0.048311552759881526,0.2466394101394876,0.008522068182248396,0.25748497078276417,0.4095457275640254,0.03909910409208065,0.22463596943049105,0.2261883890980442,0.3876815463058063,0.06962513003956491,0.3329199580730849,0.3197529466567238,0.6903449901094927,0.5720559549693894,0.06013927073865478,0.009608320857428212
0.4442971181604712,0.2272025371486897,0.4710423573321517,0.3642501038596129,0.053725460541748135,0.24609103360391085,0.02658049606466381,0.25187861854509924,0.4041343705783173,0.04227359660099673,0.20323387835175866,0.22472831102497912,0.3793819061738618,0.0734289379342674,0.3193114897084937,0.3042532599626619,0.6828295487191465,0.5630773151260942,0.06878826954745892,0.005352740246805586
0.4093992995627797,0.2377640023755881,0.4650468638519898,0.38326714070614704,0.050441129654093635,0.2466006374057337,0.008720685244569816,0.25559175842721754,0.4151320787062697,0.035217212550044806,0.22497785848678886,0.23771532118780755,0.37712440017747867,0.06296651772295407,0.3177919673232487,0.30015504921159675,0.6984700817556012,0.5218121006474756,0.059823409750804614,0.010698950159342028
0.4153776867818811,0.2017968164866272,0.4925739694674887,0.34042906739880713,0.0451796508500147,0.2392927800932241,0.006907301597211515,0.2520927108872683,0.41883004470783947,0.035761277748748155,0.18837779963034368,0.21844131552598808,0.3750333706936523,0.06307177410170559,0.32278394784457043,0.25412509710301123,0.6897894915079981,0.5668318498994847,0.07528205007657908,0.01079797803898215
0.4398416002453621,0.2251343494115267,0.47348613165849296,0.3532905129560799,0.05527507977354434,0.25723981405727425,0.022899356586374986,0.2578615263481167,0.4087572883175277,0.03375590720950961,0.1981134262881895,0.2217034723381526,0.3678994581058682,0.07647620830402642,0.32003862293732704,0.2837231138634627,0.6971495298971933,0.5536016980231349,0.06542223171346419,0.020609193795238463
0.4091809366124376,0.21664283199589385,0.4921452824041884,0.3502614643000152,0.04599272634827427,0.2500426511620686,0.015434129830366888,0.25335336575970496,0.4080465487683961,0.035810633164821325,0.17678645486735242,0.24594686706324906,0.3865354133489176,0.05225665482076978,0.3213447404400897,0.2744232652212244,0.7014599298350402,0.5340013082468521,0.07380934088776825,0.005828930722996062
0.3851829371635971,0.2863034956713986,0.2676000721009668,0.2258501516114477,0.6346256513372579,0.7104528749180213,0.17209596510732686,0.9246396167774374,0.4347028417200447,0.7928202698460051,0.5872071501538649,0.3056319653902768,0.4545509178561562,0.2667672910092791,0.4658813132028824,0.12528546767574245,0.951853418429683,0.6204715942172708,0.2936945307609896,0.005246427421965558
0.4097688046067125,0.35542845305863385,0.2745223226057677,0.21983422223905305,0.6096686195155201,0.7097372357566092,0.14264235017189494,0.8928950343989753,0.4257249393810755,0.8050489256684449,0.6061448932610989,0.28197097297080465,0.4378876359662349,0.2325678683658555,0.4548669746593078,0.11852421780762147,0.9626957318241224,0.594884649509764,0.3264094353967157,0.005246427421965558
0.3837295841819056,0.3614809488880316,0.28193277153300056,0.21396868459249985,0.6431597229147101,0.7462969430071257,0.13676178595056426,0.8964808095102639,0.4321007022985877,0.7955850394648827,0.5929957872225647,0.29299561038455896,0.4459319737024669,0.2394741325203343,0.4253909070387066,0.10622438784626666,0.9435172428682279,0.5699663895518081,0.3211788493730849,0.012389284564822698
0.43325577009456334,0.3845484924081255,0.27240567545946465,0.21105592835866727,0.6910377339319064,0.743167125231233,0.17548325207467474,0.9139233086190724,0.4413353446673632,0.8383243019359637,0.6018366343957049,0.31331155203362576,0.4360141926042842,0.2637465995406393,0.436655733794438,0.0921749023179074,0.9651317188994404,0.5990579526994948,0.3206540802035846,0.005246427421965558
0.4169840577294503,0.3434825899011317,0.2858461859793633,0.2375401820561205,0.6198651537104549,0.6919710929465526,0.18410947249768173,0.9176293872348432,0.43685767627840455,0.7926244326579482,0.5649859254923337,0.32675832718306963,0.4489157296406274,0.2351011979040037,0.4574198542699441,0.08510953986263317,0.9600093221514256,0.6222126668754727,0.2418677541030357,0.012389284564822698
0.44384823534607776,0.35758986232799744,0.2811453407341793,0.21637493481581505,0.6783722100836912,0.7265435887816588,0.18343518989382668,0.9171573150439076,0.4346191947800311,0.8325392398550076,0.6062407078566086,0.3027934691689925,0.4306637384661818,0.21442592336929253,0.4739234896419703,0.10074218388578564,0.9735845162552952,0.6263066654578583,0.32287613163866863,0.005246427421965558
0.4028476583909368,0.3596660363294154,0.2631027447079232,0.2278371933426735,0.6757919636865597,0.7619583092991064,0.18889928972465747,0.9262022786217186,0.4227273867011104,0.8378220230070291,0.6028356522813353,0.3114532309424461,0.41845654293230494,0.2617871968802972,0.4066512013032191,0.09064412322021333,0.9644519647456437,0.6032922918764906,0.3174186695534341,0.005233638062712456
0.4579840419126564,0.2712135682275509,0.4862071687423735,0.0823941047430892,0.22452134701433527,0.3594490994609583,0.15555973964656358,0.6348584685916574,0.4027198287388815,0.17407618757453802,0.3966387311992025,0.26491329899612,0.3913151669556883,0.2885547203646049,0.2746033665999987,0.1339014459953692,0.8542711743279098,0.5134018748762319,0.08343443960270604,0.003412322883596343
0.4512673258383786,0.2397209005697246,0.4696799414425569,0.10865421712128244,0.2243085652131509,0.3237965783681044,0.14878878034800389,0.6195267585911809,0.3941653505288569,0.13312437189152246,0.384468586922174,0.2495255538562705,0.4261711767674158,0.2789806096915161,0.2951416719484916,0.14693975594679193,0.8553601817494341,0.5616519972088598,0.08517023097263311,0.00089909537036883
0.4524771053514053,0.2380998580359063,0.5235084927587724,0.08797875303741623,0.22180161811186025,0.32933654626192416,0.1702432402737632,0.61593327203411,0.4082903872769847,0.1465336880669976,0.3867414213243376,0.2556331437160174,0.3889364690188376,0.2657737088510202,0.2695285518658557,0.13036356423065687,0.8768431376690969,0.5546215952003709,0.07547223710417465,0.00089909537036883
0.410048304170846,0.2769724989042245,0.29921515169670776,0.6232201822144617,0.05064194357236956,0.16214013935755334,0.024936006498552026,0.2364174813474461,0.3957159622770491,0.11044592823822634,0.2745290999078744,0.4220054185063183,0.3492438276634435,0.04289434402721029,0.3936363950257416,0.7567047736256258,0.2695383388398492,0.3364806679945882,0.40609749749679297,0.06334879250036576
0.4074779564603672,0.2924987523519865,0.3387615425526023,0.5937575135696582,0.058347571682108273,0.17639849584185602,0.024932312937333573,0.2400834765826653,0.38326163295003707,0.1090432693656694,0.26942790151874235,0.419214857876362,0.3661544358123857,0.03931580507278738,0.4007535500228897,0.7449305689043302,0.3010424747464697,0.3395643374615052,0.3917430690165569,0.07189856146455523
0.40654128235956577,0.29965140215269026,0.3301460380133228,0.6249401294933294,0.0609257874492432,0.15129975283952887,0.02404365873839544,0.2331968926960627,0.4129985648795612,0.11468961733912338,0.2582747245424724,0.4170775508825007,0.3570566048466173,0.04273507337513713,0.394332874221182,0.7361262602858591,0.29799234691288445,0.3288932162182471,0.3958959624790847,0.062370901343903176
0.4427687493358908,0.3540033108016976,0.4294416159463933,0.5866928697610936,0.06550800267375614,0.16919835908194306,0.04488580296465538,0.25042500066826434,0.4018374254352392,0.18326313434792726,0.3129890400836577,0.487388640909372,0.4549472719586876,0.04141676843652873,0.4257718477872678,0.7730683738500554,0.3222533138845817,0.3135396271434847,0.4685816751773577,0.07105127932072627
0.4569741896885711,0.3822016372181725,0.4267080426823722,0.4947521911954135,0.08780520061413577,0.16264495081210684,0.020993417853151983,0.2411246158672266,0.4020902670989444,0.1960973523332158,0.30378174650606143,0.4857200343601845,0.4764413561253317,0.05252706461045889,0.3953570722300695,0.7744132676222845,0.2896857469313732,0.28686978329757995,0.45030497286002696,0.07553336285181314
0.4723402323003478,0.3800708077211298,0.4237381419188838,0.4353932117458911,0.13460389033201947,0.2430271815868822,0.03004274031098715,0.3139941818596022,0.4174955685118053,0.17506324111050908,0.31770514103711583,0.513612364468268,0.5263205703619402,0.07572772060682895,0.4621250549318778,0.5984709576011291,0.3345846393249656,0.338336280153528,0.3752104801027227,0.08273187582891721
0.5913224347637414,0.5160865600046532,0.388691257785384,0.4312193014511421,0.2131620243775054,0.3160799777539716,0.05645090739177145,0.314839211674459,0.4094116348583308,0.2125405578587621,0.3764295781570968,0.5555358822029882,0.531421088205993,0.0927401328745044,0.4674351576639938,0.5679846229304276,0.3065684429192449,0.3073607170948475,0.3414281852797549,0.10399413790550384
