AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0.0,0.0,0.0,0.64,0.75,1.45,0.0,2.26,1.08,1.11,1.48,0.96,1.92,0.63,0.84,0.49,0.91,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.03,0.44,0.7,1.8,0.0,2.05,1.04,1.22,1.27,1.47,1.62,0.84,0.08,0.67,0.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.41,0.0,1.76,0.09,0.88,0.0,0.0,1.59,0.55,0.75,0.0,0.74,0.38,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.64,0.0,1.54,0.0,0.42,0.0,0.0,1.56,0.65,1.02,0.0,0.62,0.08,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.65,0.06,1.78,0.3,0.76,0.0,0.42,1.37,0.74,0.63,0.0,1.01,0.15,0.29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.93,0.0,1.51,0.12,0.71,0.0,0.47,1.49,0.86,0.73,0.0,0.99,0.19,0.42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.66,0.0,1.33,0.0,0.81,0.0,0.26,1.62,0.83,1.37,0.0,0.84,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.59,0.0,1.5,0.0,0.78,0.0,0.33,1.59,0.66,1.37,0.0,0.79,0.35,0.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.52,0.0,1.65,0.0,0.87,0.0,0.2,1.69,0.6,1.55,0.0,0.84,0.48,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.77,0.03,1.78,0.0,0.68,0.0,0.29,1.42,0.44,1.43,0.04,0.8,0.01,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.61,1.41,0.0,1.48,0.94,0.58,1.32,0.7,1.02,0.05,1.63,0.14,0.61,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.85,0.6,0.52,0.71,1.45,0.92,0.88,0.0,0.0,0.79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.13,0.58,0.0,0.94,0.65,0.66,0.84,1.34,1.15,0.78,0.0,0.0,0.64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.26,0.98,0.0,1.08,0.79,0.83,0.9,1.11,1.22,0.8,0.0,0.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.26,0.3,0.93,0.0,1.09,0.62,0.54,0.92,1.17,1.32,0.81,0.0,0.01,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1,1.14,0.0,0.96,0.58,0.43,0.98,1.3,1.24,0.75,0.0,0.04,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.11,0.48,0.0,1.09,0.62,0.62,0.94,1.21,1.34,1.02,0.0,0.0,0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.43,2.02,0.0,1.34,0.69,0.41,1.21,0.54,1.0,0.3,1.33,0.22,0.54,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.22,0.42,1.23,0.0,1.12,0.63,0.43,1.16,1.06,1.4,0.84,0.32,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.19,1.38,0.0,1.22,0.67,0.59,1.22,1.15,1.19,0.79,0.0,0.32,0.61,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.23,0.22,1.13,0.0,0.71,0.71,0.73,1.04,1.22,1.08,0.91,0.0,0.0,0.69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.15,0.15,1.07,0.0,0.62,0.72,0.81,1.2,1.33,1.16,1.0,0.0,0.0,0.53,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.47,0.66,1.63,0.0,1.37,0.85,1.0,1.39,0.8,1.07,0.22,1.46,0.36,0.3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.1,0.0,0.0,0.61,0.6,1.57,0.0,1.32,0.78,0.65,1.47,0.33,0.97,0.0,2.15,0.23,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.23,0.45,0.38,1.71,0.44,1.05,0.46,1.03,1.49,0.19,1.15,0.0,1.42,0.37,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.5,0.04,1.72,0.0,0.82,0.11,0.83,1.35,0.51,1.41,0.22,0.97,0.33,0.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.09,0.38,0.12,2.02,0.19,1.15,0.2,0.87,1.2,0.34,0.75,0.04,1.17,0.22,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.11,0.37,0.31,2.01,0.34,1.5,0.54,0.78,1.06,0.35,0.52,0.0,1.65,0.58,0.43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.11,0.46,0.15,2.17,0.2,1.29,0.34,1.2,1.14,0.49,0.81,0.08,1.2,0.56,0.64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.08,0.0,0.0,0.41,0.32,1.98,0.3,1.52,0.32,0.97,1.02,0.48,0.84,0.0,1.76,0.79,0.47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.43,0.37,1.97,0.3,1.37,0.34,1.2,1.18,0.34,0.94,0.0,1.7,0.55,0.49,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.03,0.56,2.55,0.07,1.56,0.15,0.83,1.47,0.15,1.41,0.0,2.2,0.8,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.1,0.49,2.94,0.0,1.49,0.2,0.72,1.46,0.71,1.57,0.07,1.59,1.1,0.48,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.18,0.5,2.5,0.0,1.24,0.27,0.69,1.41,0.76,1.44,0.4,1.28,0.82,0.53,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.52,0.55,2.81,0.23,1.18,0.13,0.66,1.64,0.92,1.86,0.3,1.47,0.86,0.44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.44,1.19,2.68,0.27,1.76,0.77,1.1,0.72,0.0,1.47,0.0,3.21,1.24,0.16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.46,1.06,2.59,0.15,1.64,0.7,0.74,0.87,0.0,1.55,0.0,2.97,0.68,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.45,1.13,2.47,0.31,1.84,0.76,0.99,0.91,0.0,1.33,0.0,3.01,0.96,0.22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.17,1.11,2.51,0.24,1.93,0.82,1.0,0.85,0.0,1.16,0.0,3.05,0.92,0.29,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.29,1.09,2.65,0.1,2.06,0.85,0.64,0.83,0.0,1.12,0.0,2.85,0.51,0.23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.16,0.91,2.58,0.17,2.09,0.83,0.71,0.85,0.0,1.16,0.0,2.82,0.69,0.28,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.09,1.0,2.31,0.24,2.0,0.87,0.4,0.82,0.0,0.96,0.0,2.8,0.61,0.34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.44,1.04,2.5,0.22,1.93,0.9,0.83,0.84,0.0,1.12,0.0,2.85,0.68,0.28,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.64,1.1,2.64,0.29,1.92,0.76,0.76,0.91,0.0,1.05,0.0,2.75,0.42,0.33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.26,1.27,2.68,0.48,2.2,1.6,1.0,0.55,0.0,0.04,0.11,2.86,1.09,0.26,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.17,1.19,2.79,0.29,2.12,1.57,1.08,0.6,0.0,0.4,0.23,2.57,0.8,0.27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.13,1.12,2.45,0.18,1.91,1.12,1.02,0.58,0.21,1.02,0.49,1.49,0.89,0.43,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.03,0.9,2.34,0.44,1.74,0.79,0.69,1.07,0.69,1.29,0.59,0.81,0.8,0.49,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.25,0.83,2.44,0.11,1.68,0.81,0.9,1.1,0.97,1.41,0.77,0.78,0.88,0.49,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.4,0.86,2.43,0.12,1.72,0.71,0.51,1.22,0.99,1.16,0.7,0.72,0.57,0.51,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.19,0.94,2.54,0.07,1.56,0.64,0.68,1.16,0.89,1.48,0.62,0.74,0.59,0.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.12,0.79,2.25,0.18,1.55,0.67,0.47,1.18,0.8,1.13,0.56,0.83,0.55,0.47,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.81,1.48,0.0,1.09,1.41,0.85,0.0,0.0,0.8,0.0,0.87,0.44,1.31,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.1,0.79,1.71,0.07,1.01,1.51,1.32,0.05,0.0,0.25,0.11,1.1,0.92,0.86,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.28,0.83,1.37,0.06,1.02,1.44,0.99,0.0,0.0,0.44,0.19,0.81,0.49,1.44,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.67,0.98,0.83,0.0,1.09,1.72,1.12,0.0,0.0,0.94,0.0,0.98,0.53,3.08,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.76,0.77,0.28,0.0,0.96,1.4,0.97,0.0,0.0,0.94,0.0,0.98,0.37,3.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.48,0.0,1.18,1.89,0.0,1.88,1.84,1.56,0.49,0.0,0.88,0.0,2.42,0.53,2.93,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.01,1.15,2.18,0.31,1.39,1.53,0.93,0.23,0.0,0.74,0.0,1.47,0.77,2.41,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.85,2.6,0.73,0.45,1.07,1.25,0.75,0.0,0.38,0.0,0.0,0.0,0.72,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.66,2.02,0.39,0.27,0.78,1.06,0.86,0.0,0.91,0.0,0.0,0.0,0.76,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.03,2.09,0.4,0.55,0.94,0.7,0.42,0.65,0.71,0.2,0.0,0.0,0.72,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.18,0.5,2.17,0.15,0.56,0.55,0.61,0.77,0.52,0.58,0.15,0.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3,0.66,2.32,0.24,1.04,0.62,0.46,0.68,0.65,0.51,0.55,0.0,0.0,0.43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.48,0.83,1.81,0.14,1.4,0.88,0.95,0.51,0.74,0.59,0.35,0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.4,0.93,0.0,1.83,2.99,1.72,0.0,0.25,1.09,0.0,0.85,0.0,0.46,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.62,0.44,1.46,0.0,1.86,0.53,0.42,1.28,0.6,1.1,0.33,1.41,0.41,2.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.2,0.0,0.86,0.16,1.12,0.0,0.82,0.13,1.14,1.34,0.0,0.85,0.0,1.06,0.58,0.18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.51,0.03,1.1,0.0,0.93,0.04,0.74,1.26,0.04,0.72,0.0,1.22,0.91,0.22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.74,0.0,1.29,0.0,0.71,0.0,0.93,1.18,0.14,0.53,0.0,1.12,0.84,0.12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.25,0.0,0.77,0.0,0.76,0.0,0.99,1.23,0.44,0.57,0.0,0.95,0.25,0.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.23,0.0,0.29,0.0,0.66,0.0,0.71,0.1,1.09,1.08,0.0,0.7,0.0,0.9,0.41,0.17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.6,0.07,1.01,1.05,0.11,0.54,0.0,0.58,0.5,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.31,0.0,0.0,0.0,0.35,0.0,0.72,0.05,1.21,1.1,0.23,0.54,0.0,0.46,0.19,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.05,0.21,0.0,0.51,0.0,0.38,0.0,0.61,0.04,1.35,1.31,0.65,0.83,0.0,0.27,0.18,0.24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.09,0.0,0.2,0.18,1.23,0.0,0.9,0.21,1.14,1.3,0.23,0.63,0.0,0.59,0.24,0.22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.08,0.0,0.0,0.07,0.9,0.0,0.83,0.12,1.25,1.34,0.61,0.92,0.07,0.72,0.38,0.17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.06,0.34,0.0,0.0,0.0,0.56,0.0,0.82,0.0,1.0,1.52,0.8,0.59,0.0,0.32,0.0,0.07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.4,0.0,0.01,0.0,0.87,0.0,1.08,0.22,1.12,1.65,0.75,0.27,0.05,0.62,0.31,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.57,0.0,0.0,0.0,0.88,0.0,1.03,0.0,1.11,2.27,1.31,0.43,0.17,0.0,0.39,0.19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.16,0.49,0.0,0.03,0.06,1.29,0.0,1.5,0.18,1.58,1.91,0.72,0.43,0.0,1.14,0.64,0.24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.81,0.0,2.02,0.0,0.0,1.2,0.58,0.38,0.0,1.2,0.26,0.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.34,0.0,0.25,0.0,0.6,0.0,0.0,1.85,1.67,1.58,0.57,0.03,1.03,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.12,0.15,0.0,0.68,0.0,1.22,0.0,0.97,0.0,0.47,1.74,1.24,1.28,0.24,0.47,0.66,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.54,0.0,0.61,0.0,0.8,0.0,0.25,1.84,1.28,1.42,0.26,0.37,1.22,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.61,0.0,0.55,0.0,0.78,0.0,0.0,1.65,1.56,1.79,0.47,0.0,0.65,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.15,0.0,0.03,0.66,0.0,0.68,0.0,0.77,0.0,0.54,1.6,1.41,1.2,0.3,0.08,0.82,0.41,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1,0.71,0.0,1.25,0.0,0.74,0.0,0.21,1.84,1.58,1.32,0.51,0.11,0.94,0.44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.82,0.0,0.96,0.0,0.61,0.0,0.19,1.93,1.59,1.48,0.38,0.08,0.87,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.85,0.0,0.74,0.0,0.6,0.0,0.13,1.96,1.52,1.57,0.45,0.17,0.54,0.45,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.02,0.53,0.0,0.86,0.0,0.74,0.0,0.22,1.97,1.65,1.45,0.35,0.07,0.89,0.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.09,0.16,0.09,0.73,0.0,0.78,0.0,0.83,0.0,0.15,1.7,1.58,1.27,0.4,0.09,0.78,0.73,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.4,0.92,0.0,0.76,0.0,0.88,0.0,0.61,1.9,1.75,1.68,0.53,0.42,0.78,2.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.37,1.14,0.0,0.61,0.0,0.98,0.0,0.25,2.01,1.46,1.7,0.18,0.45,0.89,2.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.51,0.82,0.0,0.93,0.0,0.95,0.0,0.3,2.06,1.5,1.63,0.19,0.4,0.93,2.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.21,0.0,0.0,0.26,0.0,0.85,0.03,1.56,0.0,0.0,1.16,0.8,0.3,0.0,1.18,0.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.32,0.0,0.0,0.23,0.0,0.84,0.0,1.56,0.04,0.0,1.4,0.91,0.15,0.0,1.28,0.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.24,0.0,0.0,0.19,0.0,1.25,0.23,1.6,0.0,0.0,1.26,0.97,0.3,0.0,1.25,0.07,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
