AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0.0,0.0,0.09,0.49,0.0,1.53,0.0,0.0,0.0,0.0,1.65,0.08,1.61,0.0,0.4,0.0,0.42,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.03,0.0,0.0,0.97,0.0,0.0,0.0,0.0,1.59,0.05,1.61,0.0,0.39,0.0,0.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.09,0.25,0.0,1.38,0.0,0.14,0.0,0.0,1.75,0.21,1.43,0.0,0.52,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.06,0.0,0.0,0.76,0.0,0.09,0.0,0.0,1.56,0.19,1.3,0.0,0.53,0.06,0.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.35,0.0,0.97,0.0,0.1,0.0,0.0,1.58,0.07,1.23,0.0,0.61,0.0,0.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.2,0.53,0.0,1.23,0.0,0.0,0.0,0.0,1.37,0.0,1.17,0.0,0.67,0.0,0.44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.06,0.0,0.0,1.1,0.41,0.47,0.0,0.66,0.0,0.64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,1.1,0.33,0.05,0.12,0.71,0.0,0.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.52,0.0,0.0,1.26,0.73,0.26,0.0,0.75,0.0,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.04,0.0,0.0,0.94,0.0,0.35,0.0,0.0,1.32,0.61,0.3,0.0,0.67,0.05,0.59,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.15,0.0,0.0,1.19,0.57,0.32,0.06,0.61,0.02,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.03,0.0,1.01,0.0,0.09,0.0,0.0,1.26,0.51,0.43,0.21,0.67,0.39,0.44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.27,0.0,0.0,1.17,0.38,0.16,0.23,0.67,0.24,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.16,0.0,0.0,1.33,0.53,0.3,0.18,0.69,0.39,0.67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.01,0.07,0.0,1.09,0.0,0.5,0.0,0.0,1.14,0.46,0.27,0.16,0.75,0.4,0.68,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.4,0.0,0.0,1.3,0.43,0.39,0.27,0.74,0.43,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.02,0.06,0.0,0.0,1.41,0.0,0.25,0.0,0.0,1.13,0.58,0.36,0.14,0.75,0.35,0.73,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.09,0.0,0.0,0.62,0.0,1.05,0.07,1.05,0.0,0.64,1.27,0.98,1.01,0.0,0.36,0.16,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.66,0.0,1.39,0.08,0.41,0.0,0.85,1.21,0.51,0.77,0.0,0.44,0.0,0.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.16,0.0,0.0,0.78,0.0,1.41,0.0,0.34,0.0,0.99,1.09,0.62,0.6,0.0,0.67,0.09,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.13,0.0,0.0,0.36,0.0,1.32,0.0,0.33,0.0,0.94,1.34,0.89,0.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.19,0.0,0.0,0.46,0.0,1.25,0.0,0.18,0.0,0.47,1.35,1.28,0.79,0.0,0.0,0.06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.23,0.0,1.43,0.0,0.39,0.0,0.59,1.16,0.75,0.56,0.0,0.01,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.15,0.0,0.0,0.65,0.0,0.85,0.0,0.35,0.0,0.41,1.22,1.1,0.91,0.03,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.73,0.0,1.55,0.0,0.53,0.0,0.29,1.08,0.83,0.55,0.0,0.0,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.23,0.0,0.0,0.23,0.0,1.08,0.0,0.48,0.0,0.59,1.26,0.83,0.32,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.11,0.0,0.0,0.06,0.0,1.32,0.0,0.54,0.02,0.79,1.14,0.55,0.43,0.0,0.32,0.26,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.04,0.0,0.0,0.35,0.0,1.56,0.0,0.57,0.0,0.36,1.21,0.89,0.67,0.0,0.03,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.25,0.0,0.0,0.58,0.0,1.57,0.0,0.72,0.0,0.5,1.16,0.51,0.48,0.0,0.09,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.39,0.0,0.0,0.51,0.0,1.07,0.0,0.58,0.0,0.67,1.01,0.63,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.57,0.0,1.49,0.0,0.66,0.0,0.75,1.01,0.75,0.36,0.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.41,0.0,0.0,0.18,0.0,1.32,0.0,0.8,0.1,0.52,1.15,0.47,0.6,0.0,0.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.35,0.0,0.0,0.27,0.0,1.27,0.0,0.66,0.0,0.72,1.12,0.72,0.51,0.0,0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.37,0.0,0.0,0.29,0.0,1.29,0.0,0.57,0.0,0.55,1.13,0.68,0.42,0.0,0.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.43,0.49,0.76,0.0,1.45,0.96,1.13,0.76,1.28,1.1,1.11,0.0,0.0,1.53,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.62,1.17,0.0,1.76,1.15,1.11,0.85,1.14,1.35,1.17,0.0,0.25,1.39,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.01,0.0,0.22,0.3,0.95,1.56,0.0,2.14,1.26,1.28,1.08,0.49,0.8,0.4,2.12,0.57,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.48,0.33,0.73,0.0,1.44,0.89,1.27,1.12,1.33,1.28,1.17,0.0,0.2,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,0.0,0.21,0.93,0.77,1.69,0.21,2.08,1.11,0.94,1.44,0.25,1.3,0.43,2.58,0.67,0.46,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.96,0.19,0.66,0.0,1.51,0.81,0.91,1.41,1.07,1.28,0.69,0.26,0.31,0.51,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.81,0.38,0.6,0.0,1.23,0.86,0.67,0.97,0.84,1.02,0.81,0.16,0.29,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.81,0.52,1.88,0.0,1.28,0.81,0.67,1.2,0.17,1.34,0.22,1.64,0.63,0.56,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.03,0.0,0.0,0.71,0.16,1.44,0.0,1.07,0.42,0.88,1.62,0.42,1.4,0.0,1.61,0.32,0.49,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.42,0.0,1.13,0.0,0.34,0.0,0.55,1.47,0.84,1.0,0.21,0.29,0.11,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.08,0.04,1.81,0.0,0.78,0.04,0.71,1.5,0.71,1.17,0.12,0.81,0.33,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.24,0.0,1.96,0.0,0.69,0.0,0.39,1.22,0.0,1.56,0.0,0.76,0.09,0.49,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.42,0.0,1.58,0.0,0.68,0.0,0.0,1.5,0.31,1.72,0.04,0.91,0.34,0.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.24,0.0,1.64,0.0,0.67,0.0,0.43,1.3,0.19,1.71,0.0,0.96,0.18,0.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.07,0.0,0.0,0.37,0.0,1.91,0.0,0.89,0.0,0.21,1.21,0.0,1.49,0.0,1.36,0.19,0.59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.31,0.0,0.0,0.08,0.23,2.02,0.0,0.84,0.01,0.5,1.27,0.05,1.27,0.0,1.41,0.15,0.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.02,0.0,0.0,0.52,0.0,1.75,0.0,0.82,0.0,0.18,1.23,0.0,1.62,0.0,1.29,0.4,1.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.04,0.0,0.0,0.35,0.0,1.6,0.0,0.71,0.0,0.07,1.4,0.15,1.71,0.0,1.34,0.44,1.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.6,0.36,0.0,1.23,0.94,0.15,0.0,0.0,0.73,0.34,1.93,0.58,0.38,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.26,0.56,1.42,0.0,0.96,1.17,0.97,0.21,0.0,0.31,0.0,1.21,0.57,0.84,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.43,0.58,0.11,1.21,0.92,0.0,0.0,0.15,0.27,0.21,1.48,0.43,0.54,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.03,0.34,0.98,0.0,0.36,0.91,0.45,0.0,0.0,0.89,0.0,0.58,0.42,0.73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.47,0.52,0.83,0.0,0.51,1.07,0.65,0.0,0.0,0.7,0.0,0.63,0.5,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.28,0.43,0.77,0.0,0.73,1.14,0.76,0.0,0.0,0.58,0.02,0.52,0.57,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01,0.53,1.09,0.0,0.68,1.14,0.88,0.0,0.0,0.74,0.0,0.74,0.5,0.72,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01,0.36,0.43,0.0,0.47,1.06,0.52,0.0,0.0,0.74,0.06,0.48,0.43,0.69,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.06,0.38,0.31,0.0,0.61,0.98,0.35,0.0,0.0,0.79,0.3,0.57,0.26,0.61,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.39,0.4,1.07,0.0,0.61,1.06,0.68,0.0,0.0,0.7,0.0,0.52,0.55,0.63,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.37,0.92,0.0,0.67,1.01,0.51,0.0,0.0,0.72,0.0,0.51,0.47,0.57,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4,1.17,0.0,0.81,0.96,0.44,0.0,0.0,0.64,0.1,0.58,0.32,0.66,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.37,0.26,0.0,0.95,0.83,0.0,0.0,0.0,0.28,0.29,1.41,0.19,0.39,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.47,0.46,0.05,1.14,0.86,0.01,0.0,0.0,0.79,0.32,1.31,0.13,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.69,0.0,1.43,0.0,0.69,0.08,0.92,0.59,0.12,1.13,0.02,0.72,0.63,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.69,0.21,0.9,0.0,1.27,0.31,0.64,1.83,0.75,1.21,0.22,0.6,0.53,0.04,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.45,0.14,1.17,0.0,1.1,0.19,0.63,1.71,0.69,1.51,0.23,0.49,0.25,0.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.57,0.37,1.44,0.0,1.27,0.49,0.79,1.81,0.87,1.12,0.39,0.96,0.57,0.41,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.42,0.36,1.93,0.0,1.38,0.33,0.47,1.76,0.54,1.07,0.14,0.97,0.53,0.32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.77,0.03,1.49,0.0,1.11,0.2,0.45,1.7,0.88,1.03,0.32,0.39,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.27,0.03,1.77,0.0,1.05,0.2,0.61,1.66,0.58,1.25,0.24,0.54,0.4,1.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.29,0.05,1.88,0.0,0.87,0.17,0.61,1.6,0.59,1.41,0.2,0.66,0.57,1.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.42,0.0,0.28,0.49,0.63,2.29,0.25,1.72,0.54,0.66,1.39,0.21,1.13,0.0,2.61,0.75,0.81,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.01,0.0,0.09,0.38,0.39,2.37,0.29,1.72,0.33,1.06,1.62,0.76,1.14,0.14,1.24,0.47,0.92,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.28,0.0,0.19,1.82,0.23,1.4,0.29,0.95,1.55,0.91,1.43,0.38,0.72,0.26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.2,0.0,1.26,0.0,1.14,0.13,0.96,1.92,1.36,1.64,0.57,0.0,0.23,1.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.62,0.0,0.66,0.0,1.12,0.09,1.07,1.65,1.26,1.57,0.33,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.22,0.0,0.03,0.26,0.16,1.35,0.0,1.2,0.28,0.81,1.04,0.43,1.2,0.11,0.9,0.5,0.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.61,0.77,2.26,0.36,1.8,0.51,0.81,0.75,0.0,1.01,0.0,2.53,1.0,0.22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.43,0.62,1.85,0.11,1.73,0.43,0.72,1.09,0.0,1.13,0.0,2.08,1.25,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.57,0.55,1.94,0.17,1.71,0.24,0.73,1.0,0.0,1.21,0.0,1.87,0.63,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.64,0.73,2.06,0.28,1.54,0.47,0.78,1.11,0.0,1.51,0.0,2.13,0.66,0.39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.42,0.8,2.23,0.33,1.51,0.43,0.72,0.93,0.0,1.29,0.0,2.08,1.08,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.02,0.0,0.0,0.44,0.85,3.01,0.24,1.66,0.61,1.06,0.88,0.0,1.83,0.0,2.43,0.99,0.05,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.62,0.54,2.68,0.0,0.88,0.46,0.98,1.17,0.51,1.68,0.44,0.74,0.42,0.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.7,0.0,0.0,0.0,0.34,1.81,0.31,0.23,1.12,0.7,0.0,0.0,0.0,0.0,0.66,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.03,0.0,0.04,0.15,1.31,1.63,0.4,0.79,1.37,0.3,0.0,0.0,0.0,0.0,0.69,0.75,0.58,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.18,0.0,0.11,0.0,1.05,2.05,0.7,0.5,1.14,0.0,0.0,0.0,0.0,0.0,1.15,0.55,0.32,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.42,0.0,0.54,0.0,1.12,1.68,0.43,0.62,1.32,0.5,0.0,0.0,0.0,0.0,1.0,0.67,0.56,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.15,0.0,0.3,0.0,0.89,2.39,0.37,0.01,0.97,1.13,0.0,0.0,0.0,0.0,0.74,0.25,0.46,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.31,0.0,0.47,0.0,0.78,2.36,0.45,0.05,0.97,0.92,0.0,0.0,0.0,0.0,0.77,0.07,0.31,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.04,0.0,0.17,0.59,1.04,1.93,0.11,2.47,1.43,1.43,1.3,0.28,1.32,0.24,2.14,0.59,0.71,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.08,0.0,0.3,0.65,1.55,2.78,0.52,2.72,1.69,1.86,1.4,0.0,1.22,0.31,2.97,0.94,0.55,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.78,0.81,1.77,0.0,1.97,1.14,0.86,1.41,0.93,1.58,0.56,0.77,0.34,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.84,0.68,1.64,0.0,1.97,1.12,1.27,1.22,1.06,1.53,0.59,0.88,0.49,0.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.28,0.62,1.78,0.0,1.8,1.08,1.06,1.25,1.27,1.48,1.0,0.16,0.38,0.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
