AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0.0,0.0,0.39,0.38,0.0,1.15,0.0,0.0,0.0,0.0,1.23,0.22,1.29,0.84,0.0,0.02,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.38,0.48,0.0,0.54,0.0,0.0,0.0,0.0,1.3,0.05,1.62,0.93,0.0,0.21,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.18,0.55,0.0,0.82,0.0,0.0,0.0,0.12,1.22,0.16,1.43,1.2,0.0,0.09,0.79,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.4,0.67,0.0,0.76,0.0,0.0,0.0,0.01,1.18,0.19,1.5,1.17,0.0,0.15,0.72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.06,0.49,0.51,0.0,1.17,0.0,0.0,0.0,0.0,1.27,0.05,1.19,1.21,0.0,0.25,0.65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.81,0.47,0.0,0.92,0.0,0.0,0.0,0.01,1.29,0.26,1.6,1.09,0.0,0.03,0.87,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.88,0.28,0.0,0.75,0.0,0.0,0.0,0.07,1.28,0.15,1.32,0.96,0.0,0.54,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.46,0.0,1.24,1.63,0.0,0.93,0.0,0.09,0.0,0.0,1.47,0.55,0.56,0.01,0.72,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.32,0.0,1.27,1.07,0.0,1.41,0.0,0.18,0.0,0.0,1.51,0.76,0.54,0.24,0.77,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.17,0.0,1.24,1.04,0.0,1.13,0.0,0.12,0.0,0.0,1.36,0.38,0.39,0.0,0.83,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.15,0.0,0.97,1.24,0.0,0.99,0.0,0.13,0.0,0.0,1.39,0.51,0.62,0.0,0.79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.34,0.0,1.28,1.78,0.0,1.09,0.0,0.2,0.0,0.0,1.5,0.65,0.61,0.0,0.68,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4,0.0,1.5,1.44,0.0,1.6,0.0,0.35,0.0,0.0,1.36,0.84,0.37,0.13,0.76,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
